corpus: preloaded/bawe2
subcorpus: -
size: 1638
query: Query:[lc="run" | lemma_lc="run"]
Research report | data according to my own model and method. </s> Developed Countries (See Appendix IV) <s> Looking at 26 developed countries and running the regression: growth in output per capita, upon a constant and initial level of output per capita, the equation is as 
Research report | the convergence in developed countries.Therefore, convergence among developing countries might be slow in the long run . </s><s> The data in this project goes only as far behind as 41 years, if data for the last 150 years had been available, perhaps 
Essay | . </s><s> The penultimate redefinition is of the concept of power. </s><s> Power is the mechanism by which the international system is run . </s><s> In the realist and neo-realist tradition power is defined as the ability to control and is restricted to the level of 
Essay | benefiting as much from the existing power structure; for, wielding naked power could provoke rebellion in the long run . </s><s> This is how peace is maintained in the international system. </s><s> Thus, Carr makes it clear that in the realist paradigm, " 
Methodology recount | . </s><s> Statistical co-polymerisation then occurred. </s><s> Unfortunately, for reaction D, as no NMR of the reaction mixture was run at 22hours, and integration of the product spectra was unreliable, we cannot determine the final conversion values. </s> 
Critique | relating to disability. </s><s> Canadian law schools are only just beginning to offer courses on disability and normally only run such courses on a bi-annual and optional basis. </s><s> One can only imagine the situation in a developing country that has 
Essay | intercourse..." </s><s> For women living in areas where female genital mutilation is a requirement for marriage, they must run the risk of becoming infected in order to secure a husband and economic security. </s><s> Supra Note 2 at 393. </s><s> There is a vicious 
Essay | criminality (Walker &amp; Sprague, 2000). </s><s> Thirdly, the externalities of criminal behaviour such as cost of running a penitentiary are very high. </s><s> A lot of tax money goes to running such facilities when it could be put to better use such as 
Essay | , the externalities of criminal behaviour such as cost of running a penitentiary are very high. </s><s> A lot of tax money goes to running such facilities when it could be put to better use such as building more hospitals. </s><s> Therefore grounds for early 
Essay | , 2003: 1325). </s><s> Bosch (1998) puts forwards that even projects which have been set up with the best of intentions will run into problems if the at the planning stage, facilitators fail to take into account the situations of the women that they 
Essay | job' as a 'housewife' which enabled men to build the foundations of capitalism and globalisation. </s><s> Moreover, as well as running the home and tending to the family the role of women also extended to that of a 'consumer' and it was through this mass 
Proposal | levels of society do not exist separately but are all interconnected, and that "the category of the transnational runs counter to (or cuts across) all concepts of social order". Accordingly, whilst whether law is an instrument or an 
Case study | Citation (see ).ES175 MARKETING AND INDUSTRY EXCERSISE Midlands Metro <s> Midland Metro is a modern tram system that can run both separated from other traffic and safely on streets with other traffic and pedestrians. </s><s> Developed as a higher 
Narrative recount | be the case of restructuring the company to suit the entrepreneur's company ethos. </s> Reflective Piece for Starting and Running a Business <s> When I first learnt that I was going to be doing a huge piece of coursework that counted for half of my module, I 
Narrative recount | , I was very pessimistic. </s><s> All my doubts seem to be coming true, when our nominated group leader called me to say he was running late. </s><s> I remember thinking, if he cannot manage a simple task like turning up to a meeting on time, how can he manage a whole 
Narrative recount | , as I wanted. </s><s> I felt that as team leader I would have control in the group and I would have more say in the way our team was run , little did I know then. </s><s> I did not realise that as team leader, the onus was on me all the time to ensure that the team had 
Methodology recount | an earlier laminar-turbulent transition of the boundary layer on the surface of the cylinder. </s> Procedure <s> The first run of the experiment is conducted with the wire mesh securely inserted in the tunnel upstream of the cylinder, to insure 
Methodology recount | also read and recorded. </s><s> The experiment is repeated two more times with the wire mesh removed from the tunnel. </s><s> The second run is at full speed while the third run is at half speed. </s> 4.0 Table of ResultsMANOMETER READINGS5.0 Analysis and 
Methodology recount | is repeated two more times with the wire mesh removed from the tunnel. </s><s> The second run is at full speed while the third run is at half speed. </s> 4.0 Table of ResultsMANOMETER READINGS5.0 Analysis and Discussion of Results <s> Using values obtained 
Essay | freely to tax whoever is within the reach of their sovereignty, without consulting with one another, for in the long run this would only worsen harmful tax competition, which would not be in their best interest of any of them. </s><s> As business 
Methodology recount | residual from the static regression. </s><s> The time trends, being exogenous, need not be included in the ECM. Thus, after running standard diagnostic tests, we can interpret the t-statistics in the ECM. </s><s> In consonance with economic theory 
Methodology recount | , , pp. 2897-2906. Upadhyaya, K.P. &amp; Dhakal, D. 1997, "Devaluation and the trade balance:estimating the long run effect", Applied Economics Letters, vol. 343, no. 345. Weixian, W. 1999, "An empirical study of the foreign trade 
Research report | 40%. </s><s> Literacy rates remain strikingly low at 45% among the least developed countries and infant mortality rates run as high as 10 times those in developed nations. </s><s> Life expectancy in 1998 still averaged only 48 years in the least 
Essay | anagnorisis when he finally accepts his place among the marshes of Kent. </s><s> Accordingly, just as Maggie was unable to ' run away from her shadow,' Estella is able to shed this shadow self, symbolic of social restraint. </s><s> Dickens revised 
Essay | existences with my own identity." </s><s> It exists as an entity apart from himself. </s><s> In contrast, the motif of hands that runs throughout the novel is perhaps symbolic of social realities and identities interweaving. </s><s> Mr Jagger's 
Essay | of gender and nomadic identity. </s><s> These concerns are perhaps linked intimately to Winterson's own identity. </s><s> Having run away from home at the age of sixteen because her parents did not support her lesbian identity, Winterson was forced to 
Essay | ? </s><s> Winterson seems to be exploring this anomaly when she hopes 'my name would contain me, but the sound itself seemed to run off my tongue, and drop, letter by letter, into a pool at my feet." </s><s> Like in Great Expectations, a name then becomes a 
Essay | the familiar tones of the community. </s><s> In another encounter with a squirrel, father and daughter notice that it ' did not run up its trees, but...cried chut chut chut and stamped with its hind legs on the ground,' behaviour that symbolises that 
Essay | by a tree at the centre, showing him to be synonymous with roots and the earth. </s><s> Upon his discovery Ricky attempts to run away from the circle and therefore the truth, but he is dragged down into the soil as he faints. </s><s> When he awakes he is 
Essay | the workings of their minds. </s><s> He presents the idea of two women living alone together as unusual. </s><s> They intend to run a poultry farm together but it is altogether unsuccessful and he implies that this is because a man is not there to help 
Essay | again, turning it into a farce by eating all of Lady Bracknell's cucumber sandwiches and squabbling over muffins. </s><s> Jack runs up the massive restaurant bill and yet still neither of them suffer any consequences. </s><s> A Woman of No Importance is 
Essay | soldiers down (1979 p61). </s><s> Alienation is enhanced by a growing sense of 'them' and 'us', as the soldiers feel that those running the war don't care about what happens to them. </s><s> This is personified in the scenes with Himmelstoss, who deliberately 
Narrative recount | was watching her and to their amusement, comparing her to her sister. </s><s> Emma, having noticed Jessica sitting alone, ran over still panting from the 200m hurdle race. </s><s> "You ok Jess?" she sighed with exhaustion, bringing Jessica back from her 
Narrative recount | with her sister. </s><s> Feeling a little awkward, she was almost glad when a year eleven boy, whose name she didn't know, ran over to collect Emma for the prize giving. </s><s> Emma ran in her black gym shorts and red polo neck t-shirt towards the stage 
Narrative recount | she was almost glad when a year eleven boy, whose name she didn't know, ran over to collect Emma for the prize giving. </s><s> Emma ran in her black gym shorts and red polo neck t-shirt towards the stage that had been built on the edge of the school field. </s> 
Narrative recount | friend, Amy. </s><s> The results of every race were announced, including the year nine relay race that Jessica had been made to run in. </s><s> It was compulsory for everyone to participate in an event. </s><s> The relay seemed a good option as it was over quickly and 
Narrative recount | for everyone to participate in an event. </s><s> The relay seemed a good option as it was over quickly and she wasn't the only one running . </s><s> Their team had come second, which was good, but not good enough, she thought to herself. </s><s> Emma would have come first. </s><s> One 
Narrative recount | to herself. </s><s> Emma would have come first. </s><s> One of the boys in Jessica's class, Lawrence, turned around saying that she ran like a chicken and couldn't understand why anyone chose her to run. </s><s> She knew instantly she'd gone bright red from the way 
Narrative recount | 's class, Lawrence, turned around saying that she ran like a chicken and couldn't understand why anyone chose her to run . </s><s> She knew instantly she'd gone bright red from the way her cheeks began to burn, as if boiling water was being poured 
Narrative recount | poured slowly down her face. </s><s> She held her breath to hold her tears back and eventually replied, "Who said I wanted to run anyway - idiot!" </s><s> Later on she wished she could have thought of something better, but Amy had laughed and made a few 
Essay | concludes the prayer session with the following passage taken from 2 Chronicles 7:9: </s> "For the eyes of the Lord run to and fro throughout the whole earth, to know himself strong in the behalf of them whose heart is perfect towards him" 
Essay | " </s><s> This is personified in One Flew Over the Cuckoo's Nest through the character of Nurse Ratched, or the "Big Nurse", "who runs the psychiatric ward by means of a dehumanizing and repressive regime of terror." </s><s> Her "manipulative skill and ability 
Essay | anchoring verbal and non-verbal language is an example of control through intimidation. </s><s> Snowball's ideas ran contrary to Napoleons, and therefore were seen as a threat to the power structure that the pigs were beginning to form. </s> 
Essay | as the party or its methods. </s><s> This, combined with the re-writing of history as mentioned previously, allows the party to run their government as they please without ever being questioned. </s><s> The deceitful aspect of this way of treating people is a 
Essay | of society, the re-ignition of imaginative passions helps to 'save our own souls'. </s><s> Redemption and emancipation ran through many of Blake's poems in his prophetic bid to prepare humanity for an eventual return to what he believed was the 
Essay | his perceived environment: </s> 'Once again I see These hedgerows - hardly hedgerows, little lines Of sportive wood run wild; these pastoral forms Green to the very door; and wreaths of smoke Sent up in silence from among the trees' 
Essay | to see how Wordsworth acquired his 'Pantheistic' views on spirituality, a view that assumes that God is the power that runs through all living things in the universe. </s><s> We see this because as natural images permit his imagination to run wild, he 
Essay | that runs through all living things in the universe. </s><s> We see this because as natural images permit his imagination to run wild, he feels a 'power'. </s><s> This power is not described as a specific deity, as Blake thought, but merely a presence that is 
Essay | and ideas to fixities and densities. </s><s> Although of contrasting backgrounds and different beliefs, the parallels running through the works of the poets discussed have been clearly observed through the use of natural images; revolutionary 
Exercise | future wit present tense.'(l.36) </s><s> The proliferation of monosyllabic words in sentences such as; 'I'm a man on de run ,'(l.7) drive the poem's aggressive, adamant beat by generating a pounding rhythm. </s><s> Active, dynamic verbs in the 
Essay | , Imogen and Saskia could never hope" (Kate Webb, The Flesh and the Mirror, page 281). </s><s> She tells the audience not to </s> " run away with the idea that it was a squalid, furtive, miserable thing, to make love for the first time on a cold night in a back 
Essay | : he goes on </s> "It had been a gradual winding down and closing shop. A barely noticeable quietening. As though he had simply run out of conversation and had nothing left to say. Yet Estha's silence was never awkward. Never intrusive. Never noisy." 
Case study | service offered, it is vital that they are tightly controlled as they contribute a high percentage of the total costs of running an operation, however looking at the ratios, the payroll costs are lower than budgeted. </s><s> As suggested by Davis et al ( 
Proposal | and kept at a high standard. </s><s> However, the long term focus of the organisation is to train and educate HCN's, so they can run the unit within the next five years. </s><s> A move from an ethnocentric towards the 'ideal' (D'Annunzio-Green, 1997:201) 
Proposal | of the Lakeside Hotel Group, management will be recruited internally (see also Appendix H) from UK divisions and will run the new unit for up to five years. </s><s> In this time local Kenyan staff will be trained in order to run the business in long term. </s> 
Proposal | from UK divisions and will run the new unit for up to five years. </s><s> In this time local Kenyan staff will be trained in order to run the business in long term. </s><s> This is conform to the Group's entry strategy explained in Guethling (2004) focusing on a 
Proposal | management by HCN's the Group further enters into a corporation with the Kenyatta University in Nairobi, which runs a hospitality management degree (Kenyatta University, 2004), hence educating competent young managers which after 
Proposal | organisation. </s><s> The management therefore first intends to expand into Africa in order to gain experience and not to run too high financial risks. </s><s> The continent has been found to have only a small number of hotel rooms, about 5% of the world's 
Case study | at Saddam. Available from: [Accessed on 11 March, 2005].Commerzbank Securities (2004). Accor: 2003 results like running on a treadmill. Available from: [Accessed on 09 March, 2005].Crédit Lyonnais Securities (2002). Accor: A Safe Bet. 
Narrative recount | novels is in fact common practise even among many renowned novelists. </s> RE-WRITING All this while, as I say, I was still running , and, without taking any notice, I had drawn near to the foot of the little hill with the two peaks, and had got into a part 
Narrative recount | island and hid his treasure. </s><s> As I was pondering on all the mystery surrounding this place, I suddenly heard a noise. </s><s> Fear ran through me at the thought of being found here by John Silver, but I eventually distinguished the shapes of three wild 
Essay | the lives of the protagonists. </s><s> When Oliver is accused of having stolen Mr. Brownlow' s handkerchief, he tries to run away but is chased by the crowd. </s><s> Hillis Miller explains that "the aim of the mob is not simply to catch him, but to 'crowd' 
Narrative recount + Narrative recount + Narrative recount | moment asked a Big Issue vendor with a shiny lip piercing, who was also looking on, whether he didn't think he had better run for a psychiatrist. </s><s> To which, the Big Issue vendor: who appeared of a lounging, not to say indolent disposition: 
Narrative recount + Narrative recount + Narrative recount | to all appearance, on no very well-disposed or harmless errands. </s><s> Oliver was just considering whether he hadn't better run away, when they reached the bottom of the hill. </s><s> His conductor, catching him by the arm, pushed open the door of a house 
Proposal | for budget: BRAD, VisitBritain, Trade-print.com) TIME SCHEDULE &amp; DIVISION OF RESPONSIBILITIES <s> This campaign runs from 1 st May 2005 - 30 th April 2006 and the progress can be seen in Appendix. </s><s> Website communicates directly with oversea 
Proposal | , a plan is needed to maintain effective quality control of products and services. </s><s> This will ensure the whole event runs smoothly. </s> Wedding cakeService StyleThe Style of the Event <s> At 11.30am hot canapés and drinks will be served on salvers 
Proposal | per person will be approximately £ 120. </s><s> As a result the overall food and beverage package will cost £ 6000. </s><s> In the order to run the event, Peacock Catering requires 14 personnel to run both the Kitchen and the service area. </s><s> Methods that will be 
Proposal | food and beverage package will cost £ 6000. </s><s> In the order to run the event, Peacock Catering requires 14 personnel to run both the Kitchen and the service area. </s><s> Methods that will be used to control quality of service are stated in the main body 
Proposal | recipes to ensure product consistency• Set standards of performance, production• Human resources practices• Run quality audits • Planned preventative maintenanceService <s> Since a meal experience involves both tangible (the food 
Essay | employment. </s><s> For instance, one of the Britain's best known food &amp; clothing retailers, ASDA, has gained the 3 rd year running for one of the 'Top 10 "Best Companies" to work for' in the UK by the Sunday Times (). </s><s> Moreover, it gained the 'Work and 
Essay | though he does mention: </s> "Knowledge and probability are of such contrary and disagreeing natures that they cannot well run insensibly into each other." (Hume, D. p.232 XXXX) <s> Hume is more focused on the causes of beliefs rather than finding 
Case study | Foods - UK.c. Mintel International Group Ltd (Apr 2004) Eating Out Habits - UK.NewspapersBaldwin, T. (2004). Time is running out. The Times, 3 November, p.1Gray, C. (2004) Best Food in the Country. Oxford Times, October 22, p.12Journals 
Design specification | (begin end.). </s><s> Secondly, the code for asking the products details should be in a procedure because it will need to be run at least 3 times to enter all the details. </s><s> When calling the procedure, a "for loop" could be used instead of calling the 
Design specification | those four pieces of code must be declared before the PlaceOrder procedure otherwise the program will not be able to run as it will not recognize them. </s> Testing DocumentationList of Test Cases &amp; Test PlansAsking Product 1:Enter a name. 
Design specification | JTest KTest LSolutions to problem(s) <s> As indicated in the Test Plan, three problems appeared when implementing and running the program. </s><s> The problem was that the program would not accept 1000 as an ID for any of the product details. </s><s> This was quite 
Design specification | I had to do is to modify the wrong piece of information from the Delphi source code. </s><s> I could then compile the program and run it again to check that it was working as expected. </s><s> If you look at the screenshots, you will see a proof that the program 
Design specification | need to be replaced.Solutions to problem(s) <s> As indicated in the Test Plan, one problem appeared when implementing and running the program. </s><s> The problem was that the program would accept 10000 as an ID when adding an item to the database. </s><s> This was 
Design specification | I had to do is to modify the wrong piece of information from the Delphi source code. </s><s> I could then compile the program and run it again to check that it was working as expected. </s><s> Finally, you will also notice that the program matches perfectly the 
Essay | who the earliest members of our taxonomic group, Homo, where. </s><s> This essay can be functionally conceptionalized as running two parallel contents in one essay. </s><s> A first regarding; the identification of the earliest potential members of the 
Essay | due to over hunting. </s><s> There have been reports that colobus monkeys are favourable targets for many hunters as they do not run and hide when hunted (Struhsaker, 1997). </s><s> There is also evidence that colobines favouring highly fibrous diet may be 
Essay | <s> The Tories embraced a philosophy of individual responsibility, encouraging government services such as the NHS to be run more like businesses and for the public to take responsibility for maintaining their own health. </s><s> This government 
Case study | to the first observation, the family had already attended an assessment appointment where they had met the two nurses running the clinic; also present at this initial meeting was the client's older sister. </s><s> The meetings took place in a private 
Case study | can often be expensive and may not be an option for those on a budget. </s><s> A cheaper alternative is an internet access site run by La Leche League which sells specific breastfeeding advice for £ 0.30 to £ 4.00; again this may be an unrealistic 
Essay | adopt because there would be a large increase in the variety of products and services on offer and therefore production runs would be smaller (Brotherton, 1997). </s><s> Standardisation is used in all areas of the hospitality industry. </s><s> In 
Essay | on the planet and the increasing pace of life makes it impossible for us to return to the world where restaurants were run by chefs able to use their creativity. </s><s> In conclusion, standardisation can be a useful asset to a hospitality business. </s> 
Explanation | is made up of four departments. </s><s> Their responsibility is to ensure a cost effective and punctual operation is run to provide high customer service to passengers and deliver superior operational performance. </s><s> The four departments 
Explanation | . </s><s> The four departments are: </s><s> Heathrow Ground Services - provides effective customer service management and runs terminal operations at Heathrow. </s><s> Inflight Service - deals with the worldwide catering, inflight service 
Explanation | will be cut by 2008 (Shelley, 2005). </s><s> Staff cuts are an operational issue because with less staff, things will have to be run differently. </s><s> However, staff cuts are also a HRM issue because this is the department concerned with the welfare and 
Explanation | <s> These changes involving new technology are also operational issues because they are again changing the way things are run within the business. </s><s> The new check-in systems involving the internet and self-service check-in will require changes 
Case study | , often focussed on the domestic market. </s><s> London's recent £ 4m project launched on 23 rd April 2003 and advertisements run in the Argentine national press for Buenos Aires are just two examples among many. </s><s> Translation of advertisement: </s><s> " 
Case study | not help the tourist industry in the capital. </s><s> With the current President only heading an interim government and not running for re-election, the comfortable situation which Buenos Aires finds itself in now could dramatically change. </s><s> There 
Case study | strategy. </s><s> Allegations include cutting fares beyond the break-even point, hence operating at a loss in an attempt to run smaller competing carriers into the ground and capacity 'dumping' on selected routes. </s><s> The collapse of Ansett in 
Case study | Blue Fare Type Guide, downloaded 13-10-04 from FURTHER READINGAnon. (2003a), 'Qantas appoints franchise airline to run no-frills venture', Travel Trade Gazette UK &amp; Ireland [online], Issue 2593, p.13, Available from: [Accessed 22 
Essay | this is often how they perceived by Latin American nations, and with some reason: The World Bank is - and has always been - run by the United States and currently has at its head Paul Wolfowitz, until recently Under-Secretary of Defence in 
Proposal | the different activities as well as a percentage of the revenue by the franchisee firm. </s><s> The parent company does not run the hotel, however, provides guidance and training (Contractor and Kundu 1998a, Kotler et al 1999, Lewis and Chambers 
Proposal | pays a fee and provides technological equipment, brand name and support in operational management in order to run the estate as part of their international group without owning it. </s><s> Management contracts are long term and include a 
Proposal | to the risks mentioned above. </s><s> Only so, The Victorian Châteaux Hotels can compete and be successful in the long run . </s> BibliographyBock, P. and Forster, B. (2004): European Hotel Transactions 2003 -Spain, France &amp; Italy - Country 
Proposal | cause inappropriate behaviour towards customers because of stress, accidents at work or illness in the short and long run . </s><s> So in the end, long hours can be more ineffective than effective for an organisation. </s> Trade Unions <s> Trade unions in 
Proposal | (Cullen 1999). </s><s> These four strategic orientations provide an organisation different opportunities how it can run its people management on the international level. </s><s> Others like Schuler et al. (cited in Almond et al. </s><s> 2004) or Taylor et 
Proposal | team and to improve the relation between manager and company. </s><s> Thus, it could be particularly beneficial in the long run and may make a contribution to the overall performance of the hotel. </s><s> Motivated managers are also assumed to have a 
Proposal | on-the-job training may another part of the scheme. </s><s> It should put major emphasis on it as it is fundamental to run the hotel successfully. </s><s> Training also contributes to qualified staff that is more committed to the firm and so, enjoy 
Methodology recount | study subject. </s><s> Most of the time when the study subject was "active" it tended to move about in the enclosure (i.e. walk, run or climb; Figure 2) either observing the other group members or watch a zoo-keeper that entered midway through the 
Proposal | , Université Louise Pasteur, Paris, France.Leading geneticist with karyotyping of primates as a specialty. Runs a laboratory for genetic research.Organisations: National History Museum, London, U.K.Host collections of 
Exercise | 5, and the resulting gross margin. <s> In case 5, compared to the other given alternatives, I assumed a medium-low print run , a price at medium level, and low production costs. </s><s> I varied the trade discount a little, and changed how the royalties 
Case study | regimented, with employees held to strict break times and with little chance to leave work to pick up the dry cleaning or run to the ATM(Trinca and Fox, 2004, p. 16). <s> It wouldn't be different in any other country's factories, but foreign readers 
Case study | (UK), 14 th April 2004) </s> Figure 4 : Source - International Civil Aviation Organisation, 2002 <s> Low-cost airline runs successful over the years in Europe, and now also within the US and Asia Pacific. </s><s> More passengers now prefer to travel by 
Proposal | enters the appropriate channels to create awareness among both academic and trade customers. </s><s> Initial planned print run will be 7,000, and we plan to sell as quickly as possible. </s> Target Market <s> We will target both academic and trade markets, 
Case study | ; Julian, 2005). </s><s> A local connection could inform RT on relevant government regulations and policies; which in the long run could assist in maintaining good relations with government officials and aim to provide sustainable ecotourism and 
Case study | 1998; Wood, 2002). </s><s> Lodgings that support Ecotourism, ecolodges, operate small-scale tourism with less than 100 beds run by small/medium sized firms in natural areas (Wood, 2002; Cleaver, 2002). </s><s> Though dating back to 1994, profiles such as 
Case study | lodging facilities including hotels, hostels, and guest houses. </s><s> This would benefit the Globe Theatre in the long run , assuming the growing number of university students would require somewhere to stay if enrolled in a year-long MA, or 
Design specification | line. </s><s> This command line can be 'exit' if the user wants to quit the program. </s><s> This main function contains a main loop which runs until the user enters 'exit'. </s><s> After the user has entered a command line, the function fork() is called in order to create 
Design specification | explain in the coursework 3. </s><s> However, some modifications have been added. </s><s> The main idea is that, one (or more) server is running one (or more) distant machine and a client which will manage the synchronisation is running on the local machine (the 
Design specification | , one (or more) server is running one (or more) distant machine and a client which will manage the synchronisation is running on the local machine (the machine where the user is). </s><s> The program contains a client side and one (or more) server side. </s> 
Design specification | ) on a machine, we have to add an option in the command line which is called '- d' which means 'daemon'. </s><s> Thus the daemon is running and waits for request from a client. </s><s> When we want to launch a client, we have to precise if the source and/or the 
Design specification | the synchronisation) needs information about a directory which is distant, it sends a request to the daemon which is running on this distant machine this information. </s><s> This request can be something like "send me this information" or like "do 
Design specification | where the source and the destination directories are in the local machine. </s><s> In this test, no dirSync daemon have to be running (because we are in local), </s><s> We can see above the content of the destination directory is exactly the same than the source 
Design specification | and necessary files have been copied. </s><s> Case where the source is distant (on 127.0.0.1 machine). </s><s> So, a daemon has to be running on this machine. </s><s> As it's explains above, if we use 2 different machine, it's exactly the same thing; a daemon has to be 
Design specification | on this machine. </s><s> As it's explains above, if we use 2 different machine, it's exactly the same thing; a daemon has to be running on the distant machine. </s><s> We use 127.0.0.1 but the effect is the same, we need to use the socket as well, </s><s> We can see in this 
Design specification | <s> 127.0.0.1 is a simulation). </s><s> Case where the destination is distant. </s><s> Like in the previous example, a daemon has to be running on the distant machine (here 127.0.0.1 again), </s><s> We can see above that the destination directory is he same than the 
Design specification | number) sellers and bidders. </s><s> This distributed system uses the Beowulf cluster. </s> The servers: <s> Each server runs on its own machine (one node in the cluster). </s><s> One of the three servers is called "Root Server" because it will launch the 
Design specification | for several reasons. </s><s> So this communication is done via a pipe between the parent and the child process. </s><s> The root server runs on the node Beowulf4 and has to launch the two others servers via PVM on two others machines (the chosen nodes are 
Design specification | sending a PVM message to every server except its parents. </s><s> Indeed, synchronise its parent is not necessary because they runs on the same machine, so the current time is the same. </s><s> The delay between every clock synchronisation is defined by 
Methodology recount | " environment in which such parallel applications can be used. </s><s> Afterwards we will explain how it is possible to create, run and manage such applications in this environment. </s><s> After that, we will be able to explain which technological solution 
Methodology recount | dedicated process or thread. </s><s> Then the operating system will schedule the execution time of each part. </s><s> So, when a part is running , then the others are waiting for the end of this one, and every process will be executed one after another, until every 
Methodology recount | as a daemon. </s><s> Indeed, to execute a parallel program which has been developed using some PVM methods, a PVM daemon has to be running on every nodes of the cluster. </s><s> To start this daemon on the different available nodes, the following command is used, </s> 
Methodology recount | to have an access to the PVM console in order to administer PVM using several commands which show the current machines running the pvm daemon, allow adding some machines in the virtual machine, showing the different jobs which are running, etc 
Methodology recount | running the pvm daemon, allow adding some machines in the virtual machine, showing the different jobs which are running , etc... </s><s> To launch the PVM console, the following command can be used, </s><s> Above is a short description of PVM, but this tool 
Methodology recount | others. </s><s> It also manages the parallelism. </s><s> To compile a program using MPI, the compiler called mpicc is used, </s><s> When LAM is running , we can launch a parallel program which has been, of course, developed using MPI methods. </s><s> To execute a parallel program 
Methodology recount | part of the program is executed on a different processor. </s><s> So, we need a platform which contains several processors to run this kind of application. </s><s> Actually several platform could be used. </s><s> Two kinds of environments exist: a multiprocessor 
Methodology recount | . </s><s> That means when a user uses the cluster, he doesn't need to know how is structured the cluster, which node is currently running or not etc... </s><s> Through a remote connection (via a Unix console), the cluster seems to be only one single computer for the 
Methodology recount | (via a Unix console), the cluster seems to be only one single computer for the user. </s><s> Then, when the user wants to run a parallel application, he just has to launch it without thinking about the parallelism, the application will be 
Methodology recount | one and the parallel one. </s><s> It has been implemented in order to understand how works a parallel program, how manage to run a program on a cluster etc... </s><s> It is very important because some problems and difficulties have been met and it is easier 
Methodology recount | the result matrix <s> Therefore, the matrix B is entirely read to obtain one line of the C matrix. </s><s> However, when a program is running on a computer, the data needed (variable owned by the program, array, program instructions etc...) are stored in the 
Methodology recount | capacity is not infinite and is often very smaller than the main memory. </s><s> Hence, when it is full and the program, which is running , needs a data which is not available in the cache memory, then this data is inserted in the cache instead of another one. </s> 
Methodology recount | would execute exactly 99 tests, tracking each time the execution time. </s><s> Of course, each time the benchmark program run a next test, it will create two new matrices using the matrix generator before computing the product of these matrices, 
Narrative recount | and hear what we expect to hear, rather than what is actually there </s><s> Stereotyping - we learn from our experiences and so we run the risk of treating different people as if they were the same </s><s> Lack of knowledge - it's difficult to communicate 
Design specification | <s> 1. </s><s> Initialise variables. </s><s> 2. </s><s> Prompt user to enter ten numbers, and check they are within correct number range. </s><s> 3. </s><s> Keep running totals of all numbers entered, all negative numbers and all positive numbers. </s><s> 4. </s><s> Print results. </s><s/> Delphi program code 
Literature survey | environment, Ross and Reeve (2003, p107) advise that transects should "not follow contour lines, water courses, or run along established paths or tracks, as these are unlikely to be representative". </s><s> Davies (2002) also cautions that 
Essay | is disconcerting, particularly as he uses darkness to symbolise obscurity and uncertainty. </s><s> The light/dark contrast runs throughout the novel, and it is to the concept of theme as a means of structural cohesion that we will now turn. </s><s> Ibid., 
Essay | of the subtleties of society. </s><s> In 'The Winter's Tale' time is undetermined. </s><s> The play is not concerned with realism as it runs along the classic fairytale arrangement of 'once upon a time...' </s><s> The personification of time therefore complements 
Exercise | failure. </s><s> As better alternatives are developed, customers will benefit from a wider range of choices and get a better run for their money. </s> The Looming Threat of Email Viruses <s> Computer viruses are program files which exploits weaknesses of 
Exercise | virus known is file attachments. </s><s> While downloading it, a virus can actually be downloaded to your computer. </s><s> The virus runs itself incognito, copies itself to your hard-disk, sends itself from contacts in your address book, appearing to be 
Essay | it as fair and reasonable? <s> The practise of Revenue Management (RM) is crucial to ensure that any business is being run to its full capacity and that the maximum revenue is being gained. </s><s> RM can be defined as; </s> "...the process of allocating 
Essay | directed towards the pursuit of objectives.' (Mullins, 2001:305) </s><s> All these issues have to be addressed to be able to run any successful commercial hospitality establishment; 'Diversity requires an understanding that there are 
Narrative recount | I will now endeavour to write as much as possible. </s><s> The time spent reading the notes will save me a lot of stress in the long run . </s><s> The main limitation to the quality of this reflection is my inexperience in literature searching. </s><s> I had hoped to find 
Proposal | in nature (Domholdt, 2000). </s> Site: <s> Participants will be recruited from a hospital based rheumatology hand clinic that runs exercise and splinting treatments regimes for patients with RA of the hand. </s><s> This setting has been chosen is it is 
Proposal | . </s><s> A pilot study will be performed on some patients with RA of the hand who attend the hospital. </s><s> The aim of the pilot study is run two or three trial interviews to eliminate any problems which may have been overlooked. </s><s> The pilot study may also 
Literature survey | of water and lightspiked shadows inverted trees kingfishers, gulls. As twilight thins the road is a black stretch running between the stars.And suddenly at nightthe north comes to the villageriding on river-back.Twenty minutes of a 
Literature survey | exquisite Dacca gauzes. - OSCAR WILDE/ The Picture of Dorian GreyThose transparent Dacca gauzesknown as woven air, running water, evening dew:a dead art now, dead over a hundred years. "No onenow knows," my grandmother says,"What it was to 
Proposal | countries during the next 16 years. </s><s> Currently is operating in five European countries and the United States. </s><s> One unit runs in each European country and three units in the US; all are discretely sized properties. </s><s> The same brand name is utilized 
Critique | 1988 cited in Kirby 2003). </s><s> She feels that fulfilling her dream will flourish more once she has gained the experience to run a thriving business. </s><s> Currently barriers are lack of experience, no financial means, no contacts and not enough 
Case study | 'bed-nights' per year if the average length of stay were to increase to 1.75 nights on average (Bath Spa Project, 2004). </s><s> Run by Bath and North East Somerset Council </s> Oxford <s> As regards Oxford - 'the city of dreaming spires', it is famous the world 
Case study | coaches go through London and other UK towns. </s><s> What is more, Bath is served by a large number of local bus services run by First Badgerline. </s><s> Besides, in order to reduce the heavy traffic flow in town, Bath and North East Somerset Council 
